mistake_id	text_id	type	text	attr_weight_language	cause	correction	tokens_id
311	27	Tense_choice	has published	NA	Absence_of_Category_in_L1	published	301
311	27	Tense_choice	has published	NA	Absence_of_Category_in_L1	published	302
312	27	Word_choice	made	NA	Other	produced	443
313	27	Category_confusion	logic	NA	Other	logical	465
314	27	Word_choice	mentioned	NA	Other	commented on	491
315	27	Art_choice	New in Foreign Linguistics (vol.I)	NA	Absence_of_Category_in_L1	The New in Foreign Linguistics	555
315	27	Art_choice	New in Foreign Linguistics (vol.I)	NA	Absence_of_Category_in_L1	The New in Foreign Linguistics	556
315	27	Art_choice	New in Foreign Linguistics (vol.I)	NA	Absence_of_Category_in_L1	The New in Foreign Linguistics	557
315	27	Art_choice	New in Foreign Linguistics (vol.I)	NA	Absence_of_Category_in_L1	The New in Foreign Linguistics	558
315	27	Art_choice	New in Foreign Linguistics (vol.I)	NA	Absence_of_Category_in_L1	The New in Foreign Linguistics	559
315	27	Art_choice	New in Foreign Linguistics (vol.I)	NA	Absence_of_Category_in_L1	The New in Foreign Linguistics	560
315	27	Art_choice	New in Foreign Linguistics (vol.I)	NA	Absence_of_Category_in_L1	The New in Foreign Linguistics	561
316	27	Art_choice	a	NA	Absence_of_Category_in_L1	the	675
317	27	Demonstrative	that	NA	Absence_of_Category_in_L1	those	569
318	27	Number	have	NA	Other	has	603
319	27	Word_choice	kinds	NA	Other	fields	611
320	27	Conjunctions	physiology	NA	Other	or physiology	657
321	27	Word_choice	substance	NA	Other	meaning	717
322	27	Word_choice	realized	NA	Other	seen	724
323	27	Adverbs	in this case	NA	Other	thus	731
323	27	Adverbs	in this case	NA	Other	thus	732
323	27	Adverbs	in this case	NA	Other	thus	733
324	27	Art_choice	comparison	NA	Absence_of_Category_in_L1	the comparison	743
325	27	Absence_comp_sent	linguistics	Major	L1_interference	field of linguistics	131
325	29	Discourse	claims that the problem of distinction	Critical	Other	acknowledges that they are insufficient to distinguish	157
325	29	Discourse	claims that the problem of distinction	Critical	Other	acknowledges that they are insufficient to distinguish	158
325	29	Discourse	claims that the problem of distinction	Critical	Other	acknowledges that they are insufficient to distinguish	159
325	29	Discourse	claims that the problem of distinction	Critical	Other	acknowledges that they are insufficient to distinguish	160
325	29	Discourse	claims that the problem of distinction	Critical	Other	acknowledges that they are insufficient to distinguish	161
325	29	Discourse	claims that the problem of distinction	Critical	Other	acknowledges that they are insufficient to distinguish	162
326	29	Discourse	terms is insoluble	Critical	Other	two phenomena	165
326	29	Discourse	terms is insoluble	Critical	Other	two phenomena	166
326	29	Discourse	terms is insoluble	Critical	Other	two phenomena	167
327	29	Discourse	essential to consider all the criteria to make this statement	Critical	Other	therefore worthwhile to introduce additional criteria into the picture	171
327	29	Discourse	essential to consider all the criteria to make this statement	Critical	Other	therefore worthwhile to introduce additional criteria into the picture	172
327	29	Discourse	essential to consider all the criteria to make this statement	Critical	Other	therefore worthwhile to introduce additional criteria into the picture	173
327	29	Discourse	essential to consider all the criteria to make this statement	Critical	Other	therefore worthwhile to introduce additional criteria into the picture	174
327	29	Discourse	essential to consider all the criteria to make this statement	Critical	Other	therefore worthwhile to introduce additional criteria into the picture	175
327	29	Discourse	essential to consider all the criteria to make this statement	Critical	Other	therefore worthwhile to introduce additional criteria into the picture	176
327	29	Discourse	essential to consider all the criteria to make this statement	Critical	Other	therefore worthwhile to introduce additional criteria into the picture	177
327	29	Discourse	essential to consider all the criteria to make this statement	Critical	Other	therefore worthwhile to introduce additional criteria into the picture	178
327	29	Discourse	essential to consider all the criteria to make this statement	Critical	Other	therefore worthwhile to introduce additional criteria into the picture	179
327	29	Discourse	essential to consider all the criteria to make this statement	Critical	Other	therefore worthwhile to introduce additional criteria into the picture	180
328	29	Discourse	Besides, such	Major	Other	In addition to	182
328	29	Discourse	Besides, such	Major	Other	In addition to	183
328	29	Discourse	Besides, such	Major	Other	In addition to	184
329	29	Discourse	criteria	Major	Other	useful distinctive	198
330	29	Prepositions	as	Critical	Other	NA	315
331	29	Articles	word	Critical	Absence_of_Category_in_L1	the word	341
332	29	Discourse	fail to be applied	Major	Other	are inapplicable	384
332	29	Discourse	fail to be applied	Major	Other	are inapplicable	385
332	29	Discourse	fail to be applied	Major	Other	are inapplicable	386
332	29	Discourse	fail to be applied	Major	Other	are inapplicable	387
333	29	Discourse	reliable	Major	Other	entirely reliable	444
334	29	Number	itself	Critical	Other	themselves	468
335	29	Prepositions	as	Critical	Other	NA	443
335	30	Discourse	ever	Major	Other	at some point	9
336	30	suggestion	hadto	Minor	Typo	had to	10
337	30	Articles	an	Major	Absence_of_Category_in_L1	the	20
338	30	suggestion	simpleas	Minor	Typo	simple as	25
339	30	suggestion	biggestphobias	Minor	Typo	beggest phobias	41
340	30	lex_item_choice	big amount	Major	Other	NA	44
340	30	lex_item_choice	big amount	Major	Other	NA	45
341	30	Person	makes	Major	Other	make	49
342	30	lex_item_choice	orators	Major	Other	speakers	50
343	30	Interrogative	Why so many people are afraid of speaking	Critical	Other	Why are so many people afraid of speaking	69
343	30	Interrogative	Why so many people are afraid of speaking	Critical	Other	Why are so many people afraid of speaking	70
343	30	Interrogative	Why so many people are afraid of speaking	Critical	Other	Why are so many people afraid of speaking	71
343	30	Interrogative	Why so many people are afraid of speaking	Critical	Other	Why are so many people afraid of speaking	72
343	30	Interrogative	Why so many people are afraid of speaking	Critical	Other	Why are so many people afraid of speaking	73
343	30	Interrogative	Why so many people are afraid of speaking	Critical	Other	Why are so many people afraid of speaking	74
343	30	Interrogative	Why so many people are afraid of speaking	Critical	Other	Why are so many people afraid of speaking	75
343	30	Interrogative	Why so many people are afraid of speaking	Critical	Other	Why are so many people afraid of speaking	76
344	30	suggestion	theaudience	Minor	Typo	the audience	80
345	30	suggestion	makingmistakes	Minor	Typo	making mistakes	95
346	30	Articles	audience	Critical	Absence_of_Category_in_L1	the audience	101
347	30	lex_item_choice	training	Major	Other	practice	140
348	30	suggestion	asituation	Minor	Typo	a situation	138
349	30	Tense_choice	would	Critical	Other	will	151
350	30	suggestion	hardso	Minor	Typo	heart so	168
351	30	lex_item_choice	hard	Critical	Other	heart	NA
352	30	suggestion	inwhat	Minor	Typo	in what	223
353	30	Tense_choice	say.	Major	Other	will say.	225
353	30	Tense_choice	say.	Major	Other	will say.	226
354	30	lex_item_choice	any kind of action	Major	Other	nothing	252
354	30	lex_item_choice	any kind of action	Major	Other	nothing	253
354	30	lex_item_choice	any kind of action	Major	Other	nothing	254
354	30	lex_item_choice	any kind of action	Major	Other	nothing	255
355	30	suggestion	whichis	Minor	Typo	which is	234
356	30	Verb_pattern	wouldn't	Major	Other	will	256
357	30	Verb_pattern	seem to be	Major	Other	seem	258
357	30	Verb_pattern	seem to be	Major	Other	seem	259
357	30	Verb_pattern	seem to be	Major	Other	seem	260
358	30	suggestion	Ifyou	Minor	Typo	If you	263
359	30	suggestion	asI	Minor	Typo	as it	276
360	30	Tense_choice	seemed	Critical	Other	seems	277
360	31	Tense_choice	is	Critical	Other	has been	62
361	31	Word_order	still there are	Critical	L1_interference	there are still	66
361	31	Word_order	still there are	Critical	L1_interference	there are still	67
361	31	Word_order	still there are	Critical	L1_interference	there are still	68
362	31	lex_item_choice	unlighted	Major	Other	unclear	71
363	31	Discourse	The present work	Minor	Other	then it	90
363	31	Discourse	The present work	Minor	Other	then it	91
363	31	Discourse	The present work	Minor	Other	then it	92
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	54
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	55
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	56
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	57
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	58
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	59
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	60
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	61
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	62
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	63
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	64
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	65
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	66
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	67
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	68
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	69
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	70
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	71
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	72
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	73
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	74
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	75
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	76
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	77
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	78
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	79
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	80
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	81
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	82
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	83
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	84
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	85
363	32	Discourse	Research of creative potentials of the person is basically reduced to studying of creative abilities. Therefore it is necessary to pay attention to studying of personal meanings of creativity in psychology.	NA	NA	this should come BEFORE you formulate your purposes in this paper – this is the EXISTING PROBLEM	86
364	32	Prepositional_adjective	inherent	NA	NA	inherent in	151
365	32	Conjunctions	supposed	NA	NA	supposed that	163
366	32	Art_form	presence	NA	NA	the presence	99
367	32	suggestion	studying of	NA	NA	NA	65
367	32	suggestion	studying of	NA	NA	NA	66
367	33	Prepositions	of	NA	NA	for	13
368	33	Absence_explanation	information	NA	NA	information to know/remember	101
369	33	note	reasonable argument	NA	NA	, I am not sure I have understood your main point. Please correct.	123
369	33	note	reasonable argument	NA	NA	, I am not sure I have understood your main point. Please correct.	124
370	33	Trans_phrasal	taking	NA	NA	taking in	217
371	33	Punctuation	data	NA	NA	data,	218
372	33	Prepositions	on	NA	NA	towards	222
373	33	Derivation	intellection	NA	NA	intellect	232
374	33	Relative_clause	not	NA	NA	and not us	247
375	33	Lack_par_constr	us	NA	NA	by us	248
376	33	lex_item_choice	prepared	NA	NA	ready-made	254
377	33	Voice_form	does not associated	NA	NA	is not associated	328
377	33	Voice_form	does not associated	NA	NA	is not associated	329
377	33	Voice_form	does not associated	NA	NA	is not associated	330
378	33	Word_choice	occurs	NA	NA	takes place	345
379	33	Art_form	brains	NA	NA	the brain	347
380	33	Noun_number	brains	NA	NA	brain	347
381	33	Absence_comp_sent	intangible	NA	NA	is intangible	351
382	33	Absence_explanation	drawing	NA	NA	, while drawing	391
383	33	Punctuation	:	NA	NA	,	402
384	33	Word_order	here this color	NA	NA	this color here	417
384	33	Word_order	here this color	NA	NA	this color here	418
384	33	Word_order	here this color	NA	NA	this color here	419
385	33	Lack_of_connective	not	NA	NA	and not	420
386	33	Tense_choice	made	NA	NA	have made	437
387	33	Lack_of_connective	not	NA	NA	and not	442
388	33	Choice_synonyms	not using	NA	NA	without	476
388	33	Choice_synonyms	not using	NA	NA	without	477
389	33	Art_form	main parts	NA	NA	the main parts	515
389	33	Art_form	main parts	NA	NA	the main parts	516
390	33	Dangling_ref	their	NA	NA	one's own	533
391	33	note	regardless of the other	NA	NA	please correct	538
391	33	note	regardless of the other	NA	NA	please correct	539
391	33	note	regardless of the other	NA	NA	please correct	540
392	33	Absence_comp_sent	critical	NA	NA	critical thinking	549
393	33	Number	play	NA	NA	plays	628
394	33	Spelling	bit	NA	NA	big	631
395	33	Word_choice	faces	NA	NA	sides	657
396	33	Word_choice	any hint of	Minor	NA	anything to do with	161
396	33	Word_choice	any hint of	Minor	NA	anything to do with	162
396	33	Word_choice	any hint of	Minor	NA	anything to do with	163
397	33	Redundant	about the fact	Minor	NA	NA	398
397	33	Redundant	about the fact	Minor	NA	NA	399
397	33	Redundant	about the fact	Minor	NA	NA	400
398	33	Redundant_ref	one	Major	NA	NA	444
399	33	Word_choice	separately	Minor	NA	NA	519
400	33	Transitive	understanding of	Major	NA	understanding	223
400	33	Transitive	understanding of	Major	NA	understanding	224
401	33	Trans_prep	interpret  on	Critical	L1_interference	interpret it to	188
401	33	Trans_prep	interpret  on	Critical	L1_interference	interpret it to	189
402	33	Word_choice	hint	NA	L1_interference	NA	162
403	33	Word_choice	the life	Major	Other	anything	20
403	33	Word_choice	the life	Major	Other	anything	21
404	33	Attributes	to be	NA	NA	who wants to be	16
404	33	Attributes	to be	NA	NA	who wants to be	17
405	33	Transitive	get	NA	NA	get it	606
406	33	Noun_number	test	NA	NA	tests	610
407	33	Redundant_comp	or consider the situation critical when you are not supposed to	Minor	Other	NA	611
407	33	Redundant_comp	or consider the situation critical when you are not supposed to	Minor	Other	NA	612
407	33	Redundant_comp	or consider the situation critical when you are not supposed to	Minor	Other	NA	613
407	33	Redundant_comp	or consider the situation critical when you are not supposed to	Minor	Other	NA	614
407	33	Redundant_comp	or consider the situation critical when you are not supposed to	Minor	Other	NA	615
407	33	Redundant_comp	or consider the situation critical when you are not supposed to	Minor	Other	NA	616
407	33	Redundant_comp	or consider the situation critical when you are not supposed to	Minor	Other	NA	617
407	33	Redundant_comp	or consider the situation critical when you are not supposed to	Minor	Other	NA	618
407	33	Redundant_comp	or consider the situation critical when you are not supposed to	Minor	Other	NA	619
407	33	Redundant_comp	or consider the situation critical when you are not supposed to	Minor	Other	NA	620
407	33	Redundant_comp	or consider the situation critical when you are not supposed to	Minor	Other	NA	621
407	34	Spelling	elder	Major	Other	older	185
407	35	lex_item_choice	dissimilar	Minor	Other	different	8
408	35	Abs_comp_clause	t	Minor	Other	preferences for	NA
409	35	Verbs	visited	Minor	Other	to visit	6
410	35	Abs_comp_clause	b	Minor	Other	in spare time	NA
411	35	Abs_comp_clause	b	Minor	Other	shown	NA
412	35	suggestion	; they are	Minor	Other	NA	33
412	35	suggestion	; they are	Minor	Other	NA	34
412	35	suggestion	; they are	Minor	Other	NA	35
413	35	Punctuation	:	Minor	L1_interference	-	36
414	35	Modals_choice	might	Major	Other	can	52
415	35	lex_item_choice	sufficient	Minor	Other	significant	54
416	35	Prepositions	in data about	Minor	Other	between	56
416	35	Prepositions	in data about	Minor	Other	between	57
416	35	Prepositions	in data about	Minor	Other	between	58
417	35	Conjunctions	in comparison with	Minor	Other	and	60
417	35	Conjunctions	in comparison with	Minor	Other	and	61
417	35	Conjunctions	in comparison with	Minor	Other	and	62
418	35	Determiners	o	Minor	Other	all	NA
419	35	Punctuation	y	Minor	Typo	,	NA
420	35	Word_choice	site	Minor	Other	kind of entertainment	78
421	35	lex_item_choice	visitors	Minor	Other	cinema-goers	87
422	35	Punctuation	a	Minor	Typo	-	NA
423	35	Punctuation	5	Minor	Typo	-	NA
424	35	Punctuation	%	Minor	Typo	,	NA
425	35	lex_item_choice	belongs to	Minor	Other	has been shown by	131
425	35	lex_item_choice	belongs to	Minor	Other	has been shown by	132
426	35	Tense_choice	belongs to	Major	Other	NA	131
426	35	Tense_choice	belongs to	Major	Other	NA	132
427	35	Voice_choice	belongs to	Major	Other	NA	131
427	35	Voice_choice	belongs to	Major	Other	NA	132
428	35	Abs_comp_clause	s	Major	Other	do	NA
429	35	Punctuation	a	Minor	Typo	,	NA
430	35	Punctuation	w	Minor	Typo	-	NA
431	35	Punctuation	e	Minor	Typo	-	NA
432	35	lex_item_choice	ones	Minor	Other	segment	173
433	35	Word_choice	constitute	Minor	Other	has the figure of	174
434	35	lex_item_choice	ones	Minor	Other	group	180
435	35	Abs_comp_clause	%	Minor	Other	going to the library in their spare time,	NA
436	35	note	They	Minor	Other	both? Eiteher of them?	217
437	35	Abs_comp_clause	s	Major	L1_interference	involved	NA
438	35	Spelling	logically	Minor	Typo	logicaly	249
439	35	note	Which	Minor	Other	what is?	247
440	35	note	going to the cinema is more convenient than visiting a theatre	Minor	Other	Why?	255
440	35	note	going to the cinema is more convenient than visiting a theatre	Minor	Other	Why?	256
440	35	note	going to the cinema is more convenient than visiting a theatre	Minor	Other	Why?	257
440	35	note	going to the cinema is more convenient than visiting a theatre	Minor	Other	Why?	258
440	35	note	going to the cinema is more convenient than visiting a theatre	Minor	Other	Why?	259
440	35	note	going to the cinema is more convenient than visiting a theatre	Minor	Other	Why?	260
440	35	note	going to the cinema is more convenient than visiting a theatre	Minor	Other	Why?	261
440	35	note	going to the cinema is more convenient than visiting a theatre	Minor	Other	Why?	262
440	35	note	going to the cinema is more convenient than visiting a theatre	Minor	Other	Why?	263
440	35	note	going to the cinema is more convenient than visiting a theatre	Minor	Other	Why?	264
440	35	note	going to the cinema is more convenient than visiting a theatre	Minor	Other	Why?	265
440	36	Punctuation	NA	NA	NA	,	NA
441	36	Prepositions	Due	NA	NA	Thanks	83
442	36	Prepositions	through	NA	NA	via	99
443	36	Prepositions	TV	NA	NA	on TV	103
444	36	Prepositions	magazines	NA	NA	in magazines	105
445	36	Prepositions	radio	NA	NA	on the radio	110
446	36	lex_item_choice	go	NA	NA	travel	116
447	36	Nouns	NA	NA	NA	s	NA
448	36	Art_choice	author	NA	NA	the author	386
449	36	lex_item_choice	follow	NA	NA	obey	495
450	36	Absence_comp_colloc	important	NA	NA	even more important	540
451	36	Conditionals	there	NA	NA	is that there	541
452	36	Art_choice	media	NA	NA	the media	550
453	36	Word_order	described methods	NA	NA	methods described here	642
453	36	Word_order	described methods	NA	NA	methods described here	643
454	36	Absence_comp_sent	NA	NA	NA	is	NA
455	36	Art_choice	radio	NA	NA	the radio	110
455	37	Articles	biological	Critical	Absence_of_Category_in_L1	NA	12
456	37	lex_item_choice	supposed	Major	Other	expected	32
457	37	Discourse	various	Major	Other	the variety of	44
458	37	Discourse	2000 and 2100	Minor	Other	NA	37
458	37	Discourse	2000 and 2100	Minor	Other	NA	38
458	37	Discourse	2000 and 2100	Minor	Other	NA	39
459	37	lex_item_choice	influence	Major	Other	threaten	48
460	37	Articles	the	Critical	Absence_of_Category_in_L1	NA	49
461	37	lex_item_choice	life	Major	Other	survival	51
462	37	Possessive	animal's	Major	Other	animal	58
462	37	Possessive	animal's	Major	Other	animal	59
463	37	Number	extinction	Minor	Other	extinctions	60
464	37	Punctuation	,	Minor	Other	;	91
465	37	Discourse	better	Minor	Other	a little better	118
466	37	Abs_comp_clause	less	Major	Other	NA	135
467	37	Discourse	81,3%	Major	Other	NA	154
468	37	lex_item_choice	threats	Major	Other	dangers	158
469	37	note	agriculture	NA	NA	agriculture also belongs to human impact	163
470	37	lex_item_choice	undergoing	Major	Other	NA	180
470	38	Noun_number	thousands	Major	L1_interference	thousand	33
471	38	Spelling	tones	Major	Typo	tonnes	61
472	38	Word_choice	movement	Minor	Other	increase	106
473	38	Word_choice	situation	Minor	Other	increase	146
474	38	Choice_synonyms	number	Minor	Other	amount	154
475	38	Choice_synonyms	time	Minor	Other	period	158
476	38	Noun_number	thousands	Major	L1_interference	thousand	162
477	38	lex_item_choice	What is about	Minor	Other	as for	165
477	38	lex_item_choice	What is about	Minor	Other	as for	166
477	38	lex_item_choice	What is about	Minor	Other	as for	167
478	38	suggestion	remains as it was in 2010 in comparison with 2009	Minor	NA	in 2010 remains as it was in 2009	194
478	38	suggestion	remains as it was in 2010 in comparison with 2009	Minor	NA	in 2010 remains as it was in 2009	195
478	38	suggestion	remains as it was in 2010 in comparison with 2009	Minor	NA	in 2010 remains as it was in 2009	196
478	38	suggestion	remains as it was in 2010 in comparison with 2009	Minor	NA	in 2010 remains as it was in 2009	197
478	38	suggestion	remains as it was in 2010 in comparison with 2009	Minor	NA	in 2010 remains as it was in 2009	198
478	38	suggestion	remains as it was in 2010 in comparison with 2009	Minor	NA	in 2010 remains as it was in 2009	199
478	38	suggestion	remains as it was in 2010 in comparison with 2009	Minor	NA	in 2010 remains as it was in 2009	200
478	38	suggestion	remains as it was in 2010 in comparison with 2009	Minor	NA	in 2010 remains as it was in 2009	201
478	38	suggestion	remains as it was in 2010 in comparison with 2009	Minor	NA	in 2010 remains as it was in 2009	202
478	38	suggestion	remains as it was in 2010 in comparison with 2009	Minor	NA	in 2010 remains as it was in 2009	203
479	38	Word_choice	produced wasteincreases	Major	NA	lemma = 'as'	208
479	38	Word_choice	produced wasteincreases	Major	NA	lemma = 'as'	209
480	38	Word_choice	while	Minor	NA	lemma = 'we'	211
481	38	Prepositions	for	Minor	Other	over	20
482	38	Choice_synonyms	number	Minor	Other	amount	57
483	38	suggestion	it	Minor	Other	NA	123
484	38	Spelling	tones	Minor	Typo	tonnes	163
485	38	Word_choice	interconnected	Minor	Other	mutually dependent	NA
486	38	Prepositions	on	Major	Typo	of	215
487	38	Word_choice	was	Minor	Other	lemma = 'can'	147
488	38	Grammar	between	Minor	Other	from	148
489	38	Grammar	thousands	Major	Other	thousand	98
490	38	Spelling	tones	Minor	Typo	tonnes	99
491	38	Noun_number	thousands	Major	Other	lemma = 'chart'	NA
491	39	Discourse	the lie	Major	Other	lies	18
491	39	Discourse	the lie	Major	Other	lies	19
492	39	Voice_form	is giving	Major	Other	are given	20
492	39	Voice_form	is giving	Major	Other	are given	21
493	39	Articles	the	Critical	Absence_of_Category_in_L1	NA	30
494	39	Articles	truth	Critical	Absence_of_Category_in_L1	the truth	39
495	39	Quantifiers	the part of	Major	Other	some	42
495	39	Quantifiers	the part of	Major	Other	some	43
495	39	Quantifiers	the part of	Major	Other	some	44
496	39	Punctuation	Nevertheless	Minor	Other	Nevertheless,	41
497	39	Person	expresses	Major	Other	express	46
498	39	Discourse	except lie and accept  it	Major	Other	accept a lie	50
498	39	Discourse	except lie and accept  it	Major	Other	accept a lie	51
498	39	Discourse	except lie and accept  it	Major	Other	accept a lie	52
498	39	Discourse	except lie and accept  it	Major	Other	accept a lie	53
498	39	Discourse	except lie and accept  it	Major	Other	accept a lie	54
499	39	Discourse	the lie	Minor	Other	lies	70
499	39	Discourse	the lie	Minor	Other	lies	71
500	39	Articles	the	Critical	Absence_of_Category_in_L1	NA	73
501	39	Discourse	death	Minor	Other	our death	76
502	39	Conjunctions	till	Major	Other	and till	75
503	39	Prepositions	on	Major	Other	at	88
504	39	Discourse	the	NA	Other	its	89
505	39	note	adherences the live	NA	NA	not clear	95
505	39	note	adherences the live	NA	NA	not clear	96
505	39	note	adherences the live	NA	NA	not clear	97
